integration,metric_name,metric_type,metric_enabled,metric_description
elasticsearch,threadpool.genericThreads,gauge,true,The number of threads in the generic pool
elasticsearch,threadpool.genericRejected,gauge,true,The number of rejected threads in the generic pool
elasticsearch,threadpool.getActive,gauge,true,The number of active threads in the get pool
elasticsearch,threadpool.getQueue,gauge,true,The number of queued threads in the get pool
elasticsearch,threadpool.getThreads,gauge,true,The number of threads in the get pool
elasticsearch,threadpool.getRejected,gauge,true,The number of rejected threads in the get pool
elasticsearch,threadpool.managementActive,gauge,true,The number of active threads in the management pool
elasticsearch,threadpool.managementQueue,gauge,true,The number of queued threads in the management pool
elasticsearch,threadpool.managementThreads,gauge,true,The number of threads in the management pool
elasticsearch,threadpool.managementRejected,gauge,true,The number of rejected threads in the management pool
elasticsearch,threadpool.mergeActive,gauge,true,The number of active threads in the merge pool
elasticsearch,threadpool.mergeQueue,gauge,true,The number of queued threads in the merge pool
elasticsearch,threadpool.mergeThreads,gauge,true,The number of threads in the merge pool
elasticsearch,threadpool.mergeRejected,gauge,true,The number of rejected threads in the merge pool
elasticsearch,threadpool.percolateActive,gauge,true,The number of active threads in the percolate pool
elasticsearch,threadpool.percolateQueue,gauge,true,The number of queued threads in the percolate pool
elasticsearch,threadpool.percolateThreads,gauge,true,The number of threads in the percolate pool
elasticsearch,threadpool.percolateRejected,gauge,true,The number of rejected threads in the percolate pool
elasticsearch,threadpool.refreshActive,gauge,true,The number of active threads in the refresh pool
elasticsearch,threadpool.refreshQueue,gauge,true,The number of queued threads in the refresh pool
elasticsearch,threadpool.refreshThreads,gauge,true,The number of threads in the refresh pool
elasticsearch,threadpool.refreshRejected,gauge,true,The number of rejected threads in the refresh pool
elasticsearch,threadpool.searchActive,gauge,true,The number of active threads in the search pool
elasticsearch,threadpool.searchQueue,gauge,true,The number of queued threads in the search pool
elasticsearch,threadpool.searchThreads,gauge,true,The number of threads in the search pool
elasticsearch,threadpool.searchRejected,gauge,true,The number of rejected threads in the search pool
elasticsearch,threadpool.snapshotActive,gauge,true,The number of active threads in the snapshot pool
elasticsearch,threadpool.snapshotQueue,gauge,true,The number of queued threads in the snapshot pool
elasticsearch,threadpool.snapshotThreads,gauge,true,The number of threads in the snapshot pool
elasticsearch,threadpool.snapshotRejected,gauge,true,The number of rejected threads in the snapshot pool
